,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MSZoning,Street,Alley,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,PavedDrive,MiscFeature,SaleType,SaleCondition,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Garage
1053,0,1,2,2,3,3,3,3,1,4,2,5,4,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Y,FuseA,Basment,Y,None,WD,Normal,1054,20,68.0,8562,5,6,1957,2002,145.0,383,0,833,1216,1526,0,0,1526,0,0,1,0,4,1,7,1,1,364,116,78,0,0,0,0,0,5,2010,1
1054,0,0,3,2,4,3,2,6,1,4,3,7,4,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1055,60,90.0,11367,8,5,2002,2002,210.0,932,0,133,1065,1091,898,0,1989,1,0,2,1,3,1,7,1,2,586,199,60,0,0,0,0,0,11,2006,1
1055,0,0,2,2,4,3,1,5,1,2,2,7,3,3,3,3,0,3,RL,Pave,No alley access,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,COD,Abnorml,1056,20,104.0,11361,6,5,1976,1976,160.0,644,0,549,1193,1523,0,0,1523,0,1,2,0,3,1,7,1,2,478,0,0,0,0,189,0,0,5,2008,1
1056,1,0,3,2,4,3,3,6,1,4,3,7,4,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1057,120,43.0,7052,7,5,2005,2005,240.0,659,0,705,1364,1364,0,0,1364,1,0,2,0,2,1,6,1,2,484,192,36,0,0,0,0,0,6,2006,1
1057,2,0,3,2,4,3,1,6,1,4,3,7,4,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,FR2,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1058,60,,29959,7,6,1994,1994,0.0,595,0,378,973,979,871,0,1850,0,0,2,1,3,1,7,1,2,467,168,98,0,0,0,0,0,1,2009,1
1058,1,0,4,2,5,3,3,6,1,4,4,7,4,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1059,60,96.0,11308,9,5,2008,2008,154.0,936,0,168,1104,1130,1054,0,2184,1,0,2,1,3,1,10,1,3,836,0,102,0,0,0,0,0,7,2009,1
1059,1,1,2,2,3,3,2,3,2,2,2,7,4,1,3,2,0,0,RL,Pave,No alley access,HLS,AllPub,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1060,50,,11275,6,7,1932,1950,480.0,297,557,0,854,1096,895,0,1991,0,0,1,1,3,1,7,1,2,432,0,0,19,0,0,0,0,3,2007,1
1060,0,0,3,2,4,3,2,6,1,4,3,7,0,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1061,120,41.0,4920,8,5,2001,2001,0.0,616,0,722,1338,1338,0,0,1338,1,0,2,0,2,1,6,0,2,582,0,0,170,0,0,0,0,4,2010,1
1061,0,0,1,2,3,3,1,1,1,2,2,7,0,2,3,3,0,0,C (all),Grvl,No alley access,Low,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,Shed,ConLD,Normal,1062,30,120.0,18000,3,4,1935,1950,0.0,0,0,894,894,894,0,0,894,0,0,1,0,2,1,6,0,3,1248,0,20,0,0,0,0,560,8,2008,1
1062,0,0,2,2,3,3,1,1,1,2,2,5,0,1,3,3,0,0,RM,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,SBrkr,Detchd,Y,None,WD,Normal,1063,190,85.0,13600,5,5,1900,1950,0.0,0,0,662,662,1422,915,0,2337,0,0,2,0,5,2,10,0,2,560,0,57,0,0,0,0,0,9,2007,1
1063,0,0,2,3,3,3,1,4,1,3,3,7,4,1,3,3,0,3,RM,Pave,No alley access,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1064,30,50.0,6000,6,6,1925,1980,0.0,397,0,706,1103,1103,0,0,1103,0,0,1,0,2,1,5,1,2,440,166,120,0,0,0,0,0,7,2006,1
1064,1,0,2,2,3,3,2,4,3,4,2,7,1,2,3,3,0,3,RL,Pave,No alley access,Lvl,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1065,20,,11000,5,6,1966,1966,200.0,740,230,184,1154,1154,0,0,1154,0,0,1,1,3,1,6,1,2,480,0,58,0,0,0,0,0,11,2009,1
1065,0,1,3,2,5,3,4,6,1,4,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1066,60,80.0,14000,7,5,1996,1997,0.0,1201,0,105,1306,1306,954,0,2260,1,0,2,1,3,1,7,0,2,533,296,44,0,0,0,0,0,4,2010,1
1066,1,0,3,2,4,3,1,1,1,3,2,7,3,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1067,60,59.0,7837,6,7,1993,1994,0.0,0,0,799,799,799,772,0,1571,0,0,2,1,3,1,7,1,2,380,0,40,0,0,0,0,0,5,2009,1
1067,0,1,2,2,3,3,4,6,2,2,2,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1068,60,80.0,9760,6,6,1964,1964,360.0,674,106,0,780,798,813,0,1611,1,0,1,1,4,1,7,0,2,442,328,128,0,0,189,0,0,6,2008,1
1068,0,0,2,2,4,3,1,5,1,3,2,3,4,3,3,3,0,4,RM,Pave,No alley access,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1069,160,42.0,3964,6,4,1973,1973,0.0,837,0,105,942,1291,1230,0,2521,1,0,2,1,5,1,10,1,2,576,728,20,0,0,0,0,0,6,2006,1
1069,0,0,2,2,3,3,1,5,1,2,3,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1070,45,60.0,9600,5,7,1949,2003,0.0,220,0,625,845,893,0,0,893,0,1,1,0,2,1,4,0,2,576,0,0,0,0,0,0,0,5,2007,1
1070,0,0,2,2,3,3,1,4,1,2,2,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1071,20,72.0,10152,5,5,1956,1956,120.0,586,0,462,1048,1048,0,0,1048,1,0,1,0,3,1,6,0,1,286,0,20,0,0,192,0,0,6,2007,1
1071,0,0,2,2,3,3,1,3,1,4,2,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1072,60,78.0,11700,6,6,1968,1968,0.0,298,0,429,727,829,727,0,1556,0,0,1,1,4,1,8,0,2,441,0,0,0,0,0,0,0,5,2009,1
1072,0,0,2,2,2,2,2,1,1,1,2,7,3,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,Detchd,P,None,WD,Normal,1073,50,50.0,7585,5,3,1948,1950,0.0,0,0,810,810,1002,454,0,1456,1,1,1,0,4,1,7,1,1,280,0,0,0,0,0,0,0,8,2006,1
1073,1,0,2,2,3,3,1,4,1,2,2,7,0,3,3,3,0,3,RL,Pave,No alley access,Bnk,AllPub,Corner,Edwards,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1074,60,75.0,7950,6,6,1977,1977,140.0,535,0,155,690,698,728,0,1426,0,0,1,1,3,1,6,0,2,440,252,0,0,0,0,0,0,7,2009,1
1074,0,0,3,2,4,3,3,1,1,4,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1075,20,74.0,8556,7,5,2006,2006,0.0,0,0,1240,1240,1240,0,0,1240,0,0,2,0,2,1,5,0,3,826,140,93,0,0,0,0,0,5,2007,1
1075,0,0,2,2,3,3,1,4,1,2,2,7,4,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,CWD,Normal,1076,70,75.0,13125,7,6,1940,1984,0.0,410,0,390,800,960,780,0,1740,0,0,1,1,3,1,6,2,1,240,0,0,0,0,0,0,0,7,2007,1
1076,0,0,2,2,2,3,1,5,1,3,3,6,3,1,3,3,0,0,RL,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,1077,50,60.0,10800,5,8,1936,1989,0.0,626,0,170,796,1096,370,0,1466,0,1,2,0,3,1,7,1,2,566,436,21,0,0,0,0,500,4,2006,1
1077,1,0,2,2,3,3,2,4,3,4,2,7,0,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Abnorml,1078,20,,15870,5,5,1969,1969,0.0,75,791,230,1096,1096,0,0,1096,1,0,1,0,3,1,6,0,1,299,240,32,0,0,0,0,0,3,2006,1
1078,0,0,3,2,4,3,2,6,1,4,3,7,4,2,3,3,0,0,RM,Pave,No alley access,Lvl,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1079,120,37.0,4435,6,5,2004,2004,169.0,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2,420,140,0,0,0,0,0,0,5,2006,1
1079,0,0,2,2,4,3,1,6,1,3,2,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1080,20,65.0,8775,5,5,1994,1994,0.0,495,0,495,990,990,0,0,990,0,0,1,0,3,1,5,0,1,299,0,64,0,0,0,0,0,4,2007,1
1080,0,0,3,3,3,3,1,5,1,4,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,COD,Abnorml,1081,20,80.0,11040,6,7,1971,2004,144.0,656,0,602,1258,1258,0,0,1258,0,1,2,0,3,1,5,0,2,528,55,0,0,216,0,0,0,10,2008,1
1081,0,0,2,2,3,3,1,5,1,1,2,7,0,3,3,3,0,3,RL,Pave,No alley access,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1082,20,75.0,7500,5,5,1963,1963,0.0,824,0,216,1040,1040,0,0,1040,1,0,1,1,3,1,5,0,1,308,0,0,220,0,0,0,0,6,2010,1
1082,0,0,3,2,4,3,1,1,1,4,3,7,4,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1083,20,70.0,8749,7,5,2002,2002,100.0,0,0,1459,1459,1459,0,0,1459,0,0,2,0,3,1,6,1,2,527,192,39,0,0,0,0,0,9,2007,1
1083,0,0,2,2,3,3,1,4,1,2,2,7,4,2,3,3,0,3,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,1084,20,80.0,8800,6,6,1964,1964,425.0,553,0,698,1251,1251,0,0,1251,1,0,1,0,3,1,6,2,1,461,0,116,0,0,0,0,700,3,2006,1
1084,2,0,2,2,4,3,1,5,1,3,2,7,3,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1085,60,,13031,6,5,1995,1996,0.0,592,0,99,691,691,807,0,1498,0,0,2,1,3,1,6,1,2,409,315,44,0,0,0,0,0,7,2006,1
1085,0,0,2,2,4,3,3,6,1,4,3,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1086,85,73.0,9069,6,6,1992,1992,0.0,747,0,189,936,996,0,0,996,1,0,1,0,2,1,5,0,2,564,120,0,0,0,0,0,0,4,2010,1
1086,0,0,2,2,3,3,1,4,1,2,2,7,0,2,3,3,0,0,RM,Pave,No alley access,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1087,160,,1974,4,5,1973,1973,0.0,334,0,212,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,120,96,0,0,0,0,0,5,2010,1
1087,0,0,3,2,4,3,2,1,1,4,3,7,4,2,3,3,0,0,FV,Pave,No alley access,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1088,60,85.0,10574,8,5,2005,2006,0.0,0,0,1082,1082,1082,871,0,1953,0,0,2,1,3,1,9,1,3,1043,160,50,0,0,0,0,0,5,2009,1
1088,0,0,3,2,4,3,1,1,1,4,3,3,0,1,3,3,0,0,RM,Pave,No alley access,Lvl,AllPub,Inside,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1089,160,24.0,2522,7,5,2004,2004,50.0,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2,380,0,40,0,0,0,0,0,4,2006,1
1089,1,0,3,2,4,3,1,6,1,4,3,7,4,3,3,3,0,0,FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1090,120,37.0,3316,8,5,2005,2005,0.0,1039,0,208,1247,1247,0,0,1247,1,0,1,1,1,1,4,1,2,550,0,84,0,0,0,0,0,4,2006,1
1090,0,0,2,2,0,0,0,0,0,1,2,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,None,Slab,Wall,N,FuseA,Detchd,Y,None,WD,Normal,1091,90,60.0,8544,3,4,1950,1950,0.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,6,2009,1
1091,0,0,3,2,4,3,1,4,1,4,3,7,0,1,3,3,0,0,FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1092,160,24.0,2160,7,5,1999,2000,212.0,510,0,90,600,624,628,0,1252,1,0,2,1,2,1,4,0,2,462,0,48,0,0,0,0,0,3,2008,1
1092,0,0,2,2,3,3,1,3,1,1,2,7,4,1,3,3,0,0,RL,Pave,No alley access,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1093,50,60.0,8400,6,5,1925,1950,0.0,423,0,758,1181,1390,304,0,1694,0,0,2,0,4,1,7,1,2,576,342,0,128,0,0,0,0,6,2008,1
1093,0,0,2,2,3,3,2,6,1,3,3,7,0,1,3,3,0,3,RL,Pave,No alley access,Lvl,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1094,20,71.0,9230,5,8,1965,1998,166.0,661,0,203,864,1200,0,0,1200,1,0,1,1,1,1,6,0,2,884,0,64,0,0,0,0,0,10,2006,1
1094,0,0,2,2,3,3,1,4,3,4,2,7,0,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1095,20,74.0,5868,5,7,1956,2000,0.0,248,240,448,936,936,0,0,936,1,0,1,0,2,1,4,0,1,308,0,0,80,0,160,0,0,5,2010,1
1095,1,0,3,2,4,3,1,6,1,3,3,7,4,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1096,20,78.0,9317,6,5,2006,2006,0.0,24,0,1290,1314,1314,0,0,1314,0,0,2,0,3,1,6,1,2,440,0,22,0,0,0,0,0,3,2007,1
1096,0,0,2,2,3,3,1,1,1,2,3,7,0,0,0,0,0,0,RM,Pave,No alley access,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,No Garage,Y,None,WD,Normal,1097,70,60.0,6882,6,7,1914,2006,0.0,0,0,684,684,773,582,0,1355,0,0,1,1,3,1,7,0,0,0,136,0,115,0,0,0,0,3,2007,0
1097,0,0,3,2,4,3,1,1,1,4,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1098,120,,3696,8,5,1986,1986,0.0,0,0,1074,1074,1088,0,0,1088,0,0,1,1,2,1,5,0,2,461,0,74,137,0,0,0,0,10,2007,1
1098,0,0,2,2,3,3,1,4,1,2,2,7,0,1,3,3,0,0,RM,Pave,No alley access,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1099,50,50.0,6000,4,6,1936,1950,0.0,672,0,0,672,757,567,0,1324,0,0,1,0,3,1,6,0,1,240,0,0,0,0,0,0,0,7,2009,1
1099,1,0,2,2,4,3,1,5,1,2,2,7,3,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NWAmes,RRAn,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,COD,Abnorml,1100,20,82.0,11880,7,5,1978,1978,206.0,704,0,567,1271,1601,0,0,1601,0,0,2,0,3,1,7,1,2,478,0,0,0,0,0,0,0,4,2009,1
1100,0,0,2,2,3,2,1,3,1,2,1,7,0,1,3,3,0,0,RL,Pave,No alley access,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,FuseF,Detchd,N,None,WD,Normal,1101,30,60.0,8400,2,5,1920,1950,0.0,290,0,0,290,438,0,0,438,0,0,1,0,1,1,3,0,1,246,0,0,0,0,0,0,0,1,2009,1
1101,1,0,2,2,3,3,1,4,2,2,2,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1102,20,61.0,9758,5,5,1971,1971,0.0,412,287,251,950,950,0,0,950,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,7,2007,1
1102,0,0,2,2,3,3,1,3,1,4,2,7,0,2,3,3,0,1,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Family,1103,20,70.0,7000,5,7,1960,2002,45.0,588,0,422,1010,1134,0,0,1134,0,0,1,0,2,1,6,0,1,254,0,16,0,0,0,0,0,4,2007,1
1103,0,0,2,2,3,3,2,5,1,4,2,7,2,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1104,20,79.0,8910,6,6,1959,1959,0.0,655,0,0,655,1194,0,0,1194,0,1,1,0,3,1,6,1,2,539,0,0,192,0,0,0,0,7,2006,1
1104,0,0,2,2,3,3,1,1,1,2,2,7,0,1,3,3,0,0,RM,Pave,No alley access,Lvl,AllPub,Inside,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1105,160,24.0,2016,5,5,1970,1970,304.0,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,2,440,0,0,0,0,0,0,0,4,2007,1
1105,1,0,3,2,5,3,3,6,1,4,3,7,3,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1106,60,98.0,12256,8,5,1994,1995,362.0,1032,0,431,1463,1500,1122,0,2622,1,0,2,1,3,1,9,2,2,712,186,32,0,0,0,0,0,4,2010,1
1106,1,0,3,2,4,3,2,6,1,3,3,7,3,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,SawyerW,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1107,20,114.0,10357,7,5,1990,1991,0.0,738,0,172,910,1442,0,0,1442,1,0,2,0,3,1,6,1,2,719,0,244,0,0,0,0,0,5,2007,1
1107,3,0,3,2,5,4,1,1,1,4,3,7,4,2,3,3,0,0,RL,Pave,No alley access,HLS,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,1108,60,168.0,23257,7,5,2006,2006,0.0,0,0,868,868,887,1134,0,2021,0,0,2,1,3,1,9,1,2,422,0,100,0,0,0,0,0,9,2006,1
1108,0,0,2,2,4,3,1,1,1,4,2,7,3,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Abnorml,1109,60,,8063,6,5,2000,2000,0.0,0,0,924,924,948,742,0,1690,0,0,2,1,3,1,7,1,2,463,100,48,0,0,0,0,0,11,2007,1
1109,1,0,3,2,5,3,2,6,1,4,3,7,4,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1110,20,107.0,11362,8,5,2004,2005,42.0,1039,0,797,1836,1836,0,0,1836,1,0,2,0,3,1,7,1,3,862,125,185,0,0,0,0,0,3,2009,1
